name,address,phone,rating,review_count,timing,url,images,source_category
Panchalinge Hospital,"Sahayog Nagar Kalamnuri Hingoli, Hingoli",Show Number,4.8,10,,https://www.justdial.com/Hingoli/Panchalinge-Hospital-Near-Ganesh-Mandir-Kalamnuri-Hingoli/9999P2456-2456-240104173446-K1N8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/n8/9999p2456.2456.240104173446.k1n8/catalogue/panchalinge-hospital-kalamnuri-hingoli-hingoli-general-physician-doctors-71via3umfr-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/n8/9999p2456.2456.240104173446.k1n8/catalogue/panchalinge-hospital-kalamnuri-hingoli-hingoli-general-physician-doctors-slena5sgdb-250.jpg?w=640&q=75,Doctors
Bhale Hospital,"Devda Nagar, Hingoli",Show Number,3.9,12,,https://www.justdial.com/Hingoli/Bhale-Hospital-Devda-Nagar/9999P2456-2456-140619151254-X2W8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/paediatricians/default-paediatricians-2-250.jpg?w=640&q=75,Doctors
Nagre Hospital,"Akola Road Main Road Hingoli Siddharth Nagar, Hingoli",Show Number,4.1,11,,https://www.justdial.com/Hingoli/Nagre-Hospital-Shashtri-Nagar-Opposite-Jintur-Bank-Siddharth-Nagar/9999P2456-2456-130724175552-Y7F5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-17-250.jpg?w=640&q=75,Doctors
SAI Krupa Hospital,"Javahar Road Main Road Hingoli Siddharth Nagar, Hingoli",Show Number,3.9,11,,https://www.justdial.com/Hingoli/SAI-Krupa-Hospital-Siddharth-Nagar/9999P2456-2456-110702143755-U9X6_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general-physician-doctors/doctor-general-physician-doctors-43-lw58e-250.jpg?w=640&q=75 | https://images.jdmagicbox.com/comp/def_content/general-physician-doctors/shutterstock-558234925-general-physician-doctors-45-izpk3.jpg,Doctors
Care Hospital,"Police Quarter New Mondha Road, Basmath",Show Number,4.2,10,,,https://content.jdmagicbox.com/comp/hingoli/v3/9999p2456.2456.190726185117.p8v3/catalogue/care-hospital-hingoli-rpprfokbh5-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/v3/9999p2456.2456.190726185117.p8v3/catalogue/care-hospital-hingoli-11fm0fqgae-250.jpg?w=640&q=75,Doctors
Dr. Deepak More,"Gandhi Chowk Siddharth Nagar, Hingoli",Show Number,5.0,8,,https://www.justdial.com/Hingoli/Dr-Deepak-More-Opposite-Rk-Fashions-Siddharth-Nagar/9999P2456-2456-140129133924-G9N8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content_category/general-physician-doctors/general-physician-doctors-general-physician-doctors-1-q6wja-250.jpg?w=640&q=75,Doctors
Astha Hospital,"Bangar Nagar, Hingoli",Show Number,4.8,8,,https://www.justdial.com/Hingoli/Astha-Hospital-Near-Vinod-Hitech-Kabra-Jining-Bangar-Nagar/9999P2456-2456-230430190130-N7U1_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/r6/9999p2456.2456.180205131238.z4r6/catalogue/astha-hospital-hingoli-proctologist-doctors-130t7iltu4-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/r6/9999p2456.2456.180205131238.z4r6/catalogue/astha-hospital-hingoli-proctologist-doctors-wqn6196mre-250.jpg?w=640&q=75,Doctors
Dr. Sudarshan Bhosale,"Shivneri Nagar Javla Khandarban Somwar Peth, Basmath",Show Number,4.4,8,,,https://images.jdmagicbox.com/comp/def_content/clinics/default-clinics-10-250.jpg?w=640&q=75,Doctors
Mahesh Hospital,"Akola Road Shastri Nagar, Hingoli",Show Number,3.8,9,,https://www.justdial.com/Hingoli/Mahesh-Hospital-Shastri-Nagar/9999P2456-2456-110702143215-B4Q1_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-9-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/def_content/hospitals/default-hospitals-8-250.jpg?w=640&q=75,Doctors
Dr. Sachin Bhiwaji Sanap (Anand Hospital),"Bazaar Road Sakhara, Hingoli",,4.6,6,,https://www.justdial.com/Hingoli/Dr-Sachin-Bhiwaji-Sanap-Anand-Hospital-Sakhara/9999P2456-2456-230720182625-Y9W5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-38-250.jpg?w=640&q=75,Doctors
Dr. Toshniwal M S (Toshniwal Hospital),"Akola Road Siddharth Nagar, Hingoli",Show Number,4.3,6,,https://www.justdial.com/Hingoli/Dr-Toshniwal-M-S-Toshniwal-Hospital-Siddharth-Nagar/9999P2456-2456-150727192456-P5Z2_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-28-250.jpg?w=640&q=75,Doctors
Shree surgical hospital,"Tapdiya Nagar, Hingoli",Show Number,5.0,5,,https://www.justdial.com/Hingoli/Shree-surgical-hospital-Ntc-Tapdiya-State-Tapdiya-Nagar/9999P2456-2456-240229143358-A2Q8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/q8/9999p2456.2456.240229143358.a2q8/catalogue/shree-surgical-hospital-hingoli-general-physician-doctors-3njjpwehof-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/q8/9999p2456.2456.240229143358.a2q8/catalogue/shree-surgical-hospital-hingoli-general-physician-doctors-5lewv29rrv-250.jpg?w=640&q=75,Doctors
Bhosle Homoeopathic Clinic,"Bank Colony Vishnu Nagar, Basmath",Show Number,4.8,5,,,https://content.jdmagicbox.com/comp/hingoli/m9/9999p2456.2456.211110130548.g7m9/catalogue/bhosle-homoeopathic-clinic-basmathnagar-basmath-homeopathic-doctors-for-low-back-pain-o39l1zro5h-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/m9/9999p2456.2456.211110130548.g7m9/catalogue/bhosle-homoeopathic-clinic-basmathnagar-hingoli-homeopathic-doctors-k5v4d16ua3-250.jpg?w=640&q=75,Doctors
Saraf Hospital,"Main Road Hingoli Mangalwara, Hingoli",Show Number,3.9,6,,https://www.justdial.com/Hingoli/Saraf-Hospital-Near-Javahar-Lal-Road-Hingoli-Mangalwara/9999P2456-2456-140525151514-G6B4_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/headache-doctors/ovtmogubsw-headache-doctors-5-uhduv-250.jpg?w=640&q=75,Doctors
Dr. Ghatte Madhavi (Laxmi Hospital),"Laxmi Hospital Siddharth Nagar, Hingoli",Show Number,4.6,5,,https://www.justdial.com/Hingoli/Dr-Ghatte-Madhavi-Laxmi-Hospital-Siddharth-Nagar/9999P2456-2456-150727192456-B7V7_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/doctors-and-specialists/image2-doctors-and-specialists-4-1ndrb-250.jpg?w=640&q=75,Doctors
Dr. Agarwal Nitin,"Ambika Tokij Road Siddharth Nagar, Hingoli",Show Number,4.6,5,,https://www.justdial.com/Hingoli/Dr-Agarwal-Nitin-Siddharth-Nagar/9999P2456-2456-110702151837-V8H9_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content_category/general-physician-doctors/general-physician-doctors-general-physician-doctors-1-q6wja-250.jpg?w=640&q=75,Doctors
Life Care Hospital,"Kothalaj Road Siddharth Nagar, Hingoli",Show Number,5.0,4,,https://www.justdial.com/Hingoli/Life-Care-Hospital-Near-Ntc-Corner-Siddharth-Nagar/9999P2456-2456-170916110602-H9F8_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/f8/9999p2456.2456.170916110602.h9f8/catalogue/life-care-hospital-hingoli-gtshdnpmos-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/f8/9999p2456.2456.170916110602.h9f8/catalogue/life-care-hospital-hingoli-ho-hingoli-general-physician-doctors-q01wd-250.jpg?w=640&q=75,Doctors
Nidan Imaging Center,"Javahar Road Siddharth Nagar, Hingoli",Show Number,5.0,4,,https://www.justdial.com/Hingoli/Nidan-Imaging-Center-Siddharth-Nagar/9999P2456-2456-110702165823-U8A4_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content_category/paediatricians/paediatricians-paediatricians-1-zpnqi-250.jpg?w=640&q=75,Doctors
Dr. Bhansali Govind (Bhansali Hospital),"Hicourt Road Shivaji Nagar, Hingoli",Show Number,4.9,4,,https://www.justdial.com/Hingoli/Dr-Bhansali-Govind-Bhansali-Hospital-Bhansali-Hospital-Complex-Shivaji-Nagar/9999P2456-2456-150727192456-Y7T6_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/t6/9999p2456.2456.150727192456.y7t6/catalogue/dr-bhansali-govind-bhansali-hospital--hingoli-0utfyojone.jpeg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/t6/9999p2456.2456.150727192456.y7t6/catalogue/dr-bhansali-govind-bhansali-hospital--hingoli-0qza9ugqto-250.jpg?w=640&q=75,Doctors
Dr. Vijayprakash Tambhale (Narayana Hospital),"Narayana Hospital Kurunda, Basmath",Show Number,4.8,4,,,https://images.jdmagicbox.com/comp/def_content/headache-doctors/80zaodeui4-headache-doctors-2-tpqvo-250.jpg?w=640&q=75,Doctors
Varad Clinic Sirsam Bk,"Pusad Road Sirsam, Hingoli",Show Number,3.6,5,,https://www.justdial.com/Hingoli/Varad-Clinic-Sirsam-Bk-Sirsam/9999P2456-2456-250330054503-N3R1_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-38-250.jpg?w=640&q=75,Doctors
Sai Hospital,"Mandir Road Aundha Nagnath, Hingoli",Show Number,4.5,4,,https://www.justdial.com/Hingoli/Sai-Hospital-Parbhani-Road-Aundha-Nagnath/9999P2456-2456-180407160538-A9W3_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/w3/9999p2456.2456.180407160538.a9w3/catalogue/sai-hospital-aundha-nagnath-hingoli-hospitals-42xyctm0mg-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/w3/9999p2456.2456.180407160538.a9w3/catalogue/sai-hospital-aundha-nagnath-hingoli-hospitals-cquu7buyag-250.jpg?w=640&q=75,Doctors
Natural Clinic,"Shop No 1 Pension Pura, Hingoli",Show Number,4.5,4,,https://www.justdial.com/Hingoli/Natural-Clinic-Near-Masjid-E-Meraj-Pension-Pura/9999P2456-2456-230918115523-A8B9_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/b9/9999p2456.2456.230918115523.a8b9/catalogue/natural-clinic-pension-pura-hingoli-general-physician-doctors-jo99hve54p-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/service_catalogue/general-physician-doctors-attr-chemotherapy-of-haematological-malignancies-gen3058-3-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/g3/9999p2456.2456.180124184953.q7g3/catalogue/natural-clinic-hingoli-c7vox-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/g3/9999p2456.2456.180124184953.q7g3/catalogue/natural-clinic-hingoli-2adu3-250.jpg?w=640&q=75,Doctors
Natural Clinic,"Kothalaj Road Azam Colony, Hingoli",Show Number,4.5,4,,https://www.justdial.com/Hingoli/Natural-Clinic-Near-Bagwan-Function-Hall-Azam-Colony/9999P2456-2456-180124184953-Q7G3_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/hingoli/g3/9999p2456.2456.180124184953.q7g3/catalogue/natural-clinic-hingoli-c7vox-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/hingoli/g3/9999p2456.2456.180124184953.q7g3/catalogue/natural-clinic-hingoli-2adu3-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/b9/9999p2456.2456.230918115523.a8b9/catalogue/natural-clinic-pension-pura-hingoli-general-physician-doctors-jo99hve54p-250.jpg?w=640&q=75,Doctors
Ashtavinayak Balrugnalay Sengaon,"Goregaon, Hingoli",Show Number,4.5,4,,https://www.justdial.com/Hingoli/Ashtavinayak-Balrugnalay-Sengaon-Goregaon/9999P2456-2456-240505044527-X8R3_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/r3/9999p2456.2456.240505044527.x8r3/catalogue/ashtavinayak-balrugnalay-sengaon-hingoli-general-physician-doctors-9rg0lst245-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/r3/9999p2456.2456.240505044527.x8r3/catalogue/ashtavinayak-balrugnalay-sengaon-hingoli-general-physician-doctors-yts6h2k1l6-250.jpg?w=640&q=75,Doctors
Dr.Nausheen Siddiqui,"Ground FloorGalaxy Plaza Nagar Athawadi Bazar Kurunda, Basmath",,4.5,4,,,https://images.jdmagicbox.com/comp/def_content/headache-doctors/cgjtkfvkju-headache-doctors-3-9kraz-250.jpg?w=640&q=75,Doctors
Sindhi Clinic,"Shop No Mama Chok Kurunda, Basmath",Show Number,4.5,4,,,https://content.jdmagicbox.com/v2/comp/basmath/u6/9999p2456.2456.240531174958.y4u6/catalogue/sindhi-clinic-basmat-basmath-general-physician-doctors-it03w9h8nt-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/service_catalogue/general-physician-doctors-attr-pediatric-treatment-den3672-5-250.jpg?w=640&q=75,Doctors
Bhansali Clinic,"Nagar Parishad Road Siddharth Nagar, Hingoli",Show Number,3.8,4,,https://www.justdial.com/Hingoli/Bhansali-Clinic-Near-New-Modha-Siddharth-Nagar/9999P2456-2456-110702180824-U6Y4_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/comp/def_content/general_physician_doctors/default-general-physician-doctors-5-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/comp/def_content/dermatologists/default-dermatologists-16-250.jpg?w=640&q=75,Doctors
Mahurkar Hospital,"NTC Road Tapdiya Nagar, Hingoli",Show Number,5.0,3,,https://www.justdial.com/Hingoli/Mahurkar-Hospital-Near-Bus-Stand-Tapdiya-Nagar/9999P2456-2456-140619154209-N2H2_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/h2/9999p2456.2456.140619154209.n2h2/catalogue/mahurkar-hospital-hingoli-ho-hingoli-hospitals-amgl7z57g4-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/h2/9999p2456.2456.140619154209.n2h2/catalogue/mahurkar-hospital-hingoli-ho-hingoli-hospitals-akp47l747d-250.jpg?w=640&q=75,Doctors
Kaveri Hospital,"Main Road Aundha Nagnath, Hingoli",Show Number,5.0,3,,https://www.justdial.com/Hingoli/Kaveri-Hospital-Aundha-Nagnath/9999P2456-2456-240329061819-A8G2_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://content.jdmagicbox.com/v2/comp/hingoli/g2/9999p2456.2456.240329061819.a8g2/catalogue/kaveri-hospital-aundha-nagnath-hingoli-general-physician-doctors-34e7pxr2ty-250.jpg?w=640&q=75 | https://content.jdmagicbox.com/v2/comp/hingoli/g2/9999p2456.2456.240329061819.a8g2/catalogue/kaveri-hospital-aundha-nagnath-hingoli-general-physician-doctors-38a09v6zr6-250.jpg?w=640&q=75,Doctors
Dr. B S Agrawal,"Aundha Nagnath, Hingoli",Show Number,4.8,3,,https://www.justdial.com/Hingoli/Dr-B-S-Agrawal-Aundha-Nagnath/9999P2456-2456-140621120700-I2V5_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content_category/general-physician-doctors/general-physician-doctors-general-physician-doctors-1-q6wja-250.jpg?w=640&q=75,Doctors
Gite Hospital,"Nagnath Road Sengaon Hingoli, Hingoli",Show Number,4.3,3,,https://www.justdial.com/Hingoli/Gite-Hospital-Sengaon-Hingoli/9999P2456-2456-161128192556-Y4L3_BZDET?trkid=&term=&ncatid=10892680&area=&search=General%20Physician%20Doctors%20in%20Hingoli&mncatname=General%20Physician%20Doctors&ftterm=&abd_btn=&abd_heading=&bd=1&cat_b2b_flag=0&searchfrom=lst&thumbnail=,https://images.jdmagicbox.com/comp/def_content/paediatricians/default-paediatricians-3-250.jpg?w=640&q=75,Doctors
Karale,"Kurunda, Basmath",Show Number,4.3,3,,,https://images.jdmagicbox.com/comp/def_content/general-physician-doctors/shutterstock-88689430-general-physician-doctors-44-y0o15-250.jpg?w=640&q=75,Doctors
